timestamp,soil_vwc_percent
2026-05-24 00:00:00.206,73.12
2026-05-24 00:00:05.206,73.12
2026-05-24 00:00:10.207,73.12
2026-05-24 00:00:15.208,73.22
2026-05-24 00:00:20.209,73.12
2026-05-24 00:00:25.210,73.22
2026-05-24 00:00:30.210,73.02
2026-05-24 00:00:35.211,73.02
2026-05-24 00:00:40.212,73.12
2026-05-24 00:00:45.213,73.12
2026-05-24 00:00:50.214,73.22
2026-05-24 00:00:55.214,73.22
2026-05-24 00:01:00.215,73.02
2026-05-24 00:01:05.215,73.12
2026-05-24 00:01:10.217,73.12
2026-05-24 00:01:15.221,73.22
2026-05-24 00:01:20.222,73.12
2026-05-24 00:01:25.222,73.12
2026-05-24 00:01:30.223,73.12
2026-05-24 00:01:35.223,73.12
2026-05-24 00:01:40.225,73.22
2026-05-24 00:01:45.226,73.12
2026-05-24 00:01:50.226,73.02
2026-05-24 00:01:55.227,73.12
2026-05-24 00:02:00.227,73.12
2026-05-24 00:02:05.229,73.02
2026-05-24 00:02:10.230,73.22
2026-05-24 00:02:15.230,73.22
2026-05-24 00:02:20.250,73.02
2026-05-24 00:02:25.251,73.12
2026-05-24 00:02:30.251,73.02
2026-05-24 00:02:35.253,73.02
2026-05-24 00:02:40.253,73.3
2026-05-24 00:02:45.254,73.12
2026-05-24 00:02:50.255,73.02
2026-05-24 00:02:55.255,73.22
2026-05-24 00:03:00.256,73.12
2026-05-24 00:03:05.257,73.02
2026-05-24 00:03:10.258,73.39
2026-05-24 00:03:15.259,73.02
2026-05-24 00:03:20.259,73.02
2026-05-24 00:03:25.260,73.12
2026-05-24 00:03:30.260,73.3
2026-05-24 00:03:35.262,73.12
2026-05-24 00:03:40.263,73.3
2026-05-24 00:03:45.263,73.12
2026-05-24 00:03:50.264,73.02
2026-05-24 00:03:55.264,73.02
2026-05-24 00:04:00.266,73.3
2026-05-24 00:04:05.267,73.12
2026-05-24 00:04:10.267,73.12
2026-05-24 00:04:15.268,73.02
2026-05-24 00:04:20.268,73.3
2026-05-24 00:04:25.269,73.22
2026-05-24 00:04:30.271,73.22
2026-05-24 00:04:35.271,73.12
2026-05-24 00:04:40.272,73.12
2026-05-24 00:04:45.272,73.12
2026-05-24 00:04:50.273,73.02
2026-05-24 00:04:55.274,73.22
2026-05-24 00:05:00.275,72.73
2026-05-24 00:05:05.276,73.39
2026-05-24 00:05:10.276,73.22
2026-05-24 00:05:15.277,73.12
2026-05-24 00:05:20.278,73.12
2026-05-24 00:05:25.279,73.12
2026-05-24 00:05:30.280,73.22
2026-05-24 00:05:35.280,73.12
2026-05-24 00:05:40.281,73.22
2026-05-24 00:05:45.282,73.22
2026-05-24 00:05:50.282,73.12
2026-05-24 00:05:55.284,73.22
2026-05-24 00:06:00.284,73.12
2026-05-24 00:06:05.285,73.12
2026-05-24 00:06:10.286,73.12
2026-05-24 00:06:15.286,73.12
2026-05-24 00:06:20.287,73.22
2026-05-24 00:06:25.288,73.3
2026-05-24 00:06:30.289,73.22
2026-05-24 00:06:35.290,73.22
2026-05-24 00:06:40.290,73.22
2026-05-24 00:06:45.291,72.94
2026-05-24 00:06:50.291,73.22
2026-05-24 00:06:55.293,73.12
2026-05-24 00:07:00.294,73.22
2026-05-24 00:07:05.294,73.02
2026-05-24 00:07:10.295,73.12
2026-05-24 00:07:15.295,73.39
2026-05-24 00:07:20.297,73.22
2026-05-24 00:07:25.298,73.12
2026-05-24 00:07:30.298,73.22
2026-05-24 00:07:35.299,73.22
2026-05-24 00:07:40.299,73.12
2026-05-24 00:07:45.300,73.12
2026-05-24 00:07:50.302,73.02
2026-05-24 00:07:55.302,73.02
2026-05-24 00:08:00.303,73.12
2026-05-24 00:08:05.303,73.12
2026-05-24 00:08:10.304,73.12
2026-05-24 00:08:15.305,73.22
2026-05-24 00:08:20.306,73.12
2026-05-24 00:08:25.307,73.12
2026-05-24 00:08:30.307,73.12
2026-05-24 00:08:35.308,73.12
2026-05-24 00:08:40.309,73.12
2026-05-24 00:08:45.310,73.12
2026-05-24 00:08:50.311,73.22
2026-05-24 00:08:55.311,73.22
2026-05-24 00:09:00.312,73.22
2026-05-24 00:09:05.313,73.12
2026-05-24 00:09:10.313,73.12
2026-05-24 00:09:15.315,73.22
2026-05-24 00:09:20.315,73.02
2026-05-24 00:09:25.318,73.02
2026-05-24 00:09:30.319,73.12
